instruction,input,output
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""YTD 2023-01..2023-12"", ""ytd_sales_cr"": 5.455, ""yoy"": 0.0245, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""ytd_cr"": 1.6958016870000001}, {""brand"": ""Beta"", ""share"": 0.2596, ""ytd_cr"": 1.416305367}, {""brand"": ""Gamma"", ""share"": 0.242, ""ytd_cr"": 1.319882146}, {""brand"": ""Delta"", ""share"": 0.1875, ""ytd_cr"": 1.022715889}]}",,"• In India biscuits was flat 2.5% reaching ₹5.46 Cr Jan–Dec 2023 (YTD).
• Alpha maintains 31.1% share, contributing ₹1.70 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""YTD 2023-01..2023-12"", ""ytd_sales_cr"": 5.455, ""yoy"": 0.0245, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""ytd_cr"": 1.6958016870000001}, {""brand"": ""Beta"", ""share"": 0.2596, ""ytd_cr"": 1.416305367}, {""brand"": ""Gamma"", ""share"": 0.242, ""ytd_cr"": 1.319882146}, {""brand"": ""Delta"", ""share"": 0.1875, ""ytd_cr"": 1.022715889}]}",,"• Across India, biscuits held steady 2.5% to ₹5.46 Cr Jan–Dec 2023 (YTD).
• Alpha maintains 31.1% share, contributing ₹1.70 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""YTD 2023-01..2023-12"", ""ytd_sales_cr"": 5.455, ""yoy"": 0.0245, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""ytd_cr"": 1.6958016870000001}, {""brand"": ""Beta"", ""share"": 0.2596, ""ytd_cr"": 1.416305367}, {""brand"": ""Gamma"", ""share"": 0.242, ""ytd_cr"": 1.319882146}, {""brand"": ""Delta"", ""share"": 0.1875, ""ytd_cr"": 1.022715889}]}",,"• The biscuits market in India reached ₹5.46 Cr up 2.5% YoY Jan–Dec 2023 (YTD).
• Alpha maintains 31.1% share, contributing ₹1.70 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""YTD 2023-01..2023-12"", ""ytd_sales_cr"": 5.455, ""yoy"": 0.0245, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""ytd_cr"": 1.6958016870000001}, {""brand"": ""Beta"", ""share"": 0.2596, ""ytd_cr"": 1.416305367}, {""brand"": ""Gamma"", ""share"": 0.242, ""ytd_cr"": 1.319882146}, {""brand"": ""Delta"", ""share"": 0.1875, ""ytd_cr"": 1.022715889}]}",,"• In India biscuits reached ₹5.46 Cr growing 2.5% YoY Jan–Dec 2023 (YTD).
• Alpha holds 31.1% share, contributing ₹1.70 Cr."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.246, ""mat_cr_b"": 1.395, ""share_a"": 0.2377, ""share_b"": 0.2662, ""yoy_a"": 0.025, ""yoy_b"": 0.0835}",,"• The biscuits market in India, Gamma edges past Beta: share 23.8% vs 26.6%; YoY 2.5% vs 8.3%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.246, ""mat_cr_b"": 1.395, ""share_a"": 0.2377, ""share_b"": 0.2662, ""yoy_a"": 0.025, ""yoy_b"": 0.0835}",,"• In India biscuits, Gamma edges past Beta: share 23.8% vs 26.6%; YoY 2.5% vs 8.3%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.246, ""mat_cr_b"": 1.395, ""share_a"": 0.2377, ""share_b"": 0.2662, ""yoy_a"": 0.025, ""yoy_b"": 0.0835}",,"• Across India, biscuits, Gamma edges past Beta: share 23.8% vs 26.6%; YoY 2.5% vs 8.3%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.468, ""mat_cr_b"": 1.044, ""share_a"": 0.2658, ""share_b"": 0.1891, ""yoy_a"": 0.027, ""yoy_b"": 0.0277}",,"• The biscuits market in India, Beta leads over Delta: share 26.6% vs 18.9%; YoY 2.7% vs 2.8%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.468, ""mat_cr_b"": 1.044, ""share_a"": 0.2658, ""share_b"": 0.1891, ""yoy_a"": 0.027, ""yoy_b"": 0.0277}",,"• In India biscuits, Beta leads over Delta: share 26.6% vs 18.9%; YoY 2.7% vs 2.8%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Beta"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.468, ""mat_cr_b"": 1.044, ""share_a"": 0.2658, ""share_b"": 0.1891, ""yoy_a"": 0.027, ""yoy_b"": 0.0277}",,"• Across India, biscuits, Beta leads over Delta: share 26.6% vs 18.9%; YoY 2.7% vs 2.8%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-06..2022-05"", ""mat_sales_cr"": 5.201, ""yoy"": 0.0411, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3123, ""mat_cr"": 1.624162536}, {""brand"": ""Beta"", ""share"": 0.2669, ""mat_cr"": 1.388369071}, {""brand"": ""Gamma"", ""share"": 0.2364, ""mat_cr"": 1.229481785}, {""brand"": ""Delta"", ""share"": 0.1844, ""mat_cr"": 0.9593902390000001}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0775}, {""brand"": ""Alpha"", ""yoy"": 0.0375}, {""brand"": ""Delta"", ""yoy"": 0.0256}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0189}, {""brand"": ""Delta"", ""yoy"": 0.0256}, {""brand"": ""Alpha"", ""yoy"": 0.0375}], ""lead_share_pp_delta"": -0.0011}",,"• The biscuits market in India inched up 4.1% Jun 2021–May 2022.
• Alpha maintains 31.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-06..2022-05"", ""mat_sales_cr"": 5.201, ""yoy"": 0.0411, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3123, ""mat_cr"": 1.624162536}, {""brand"": ""Beta"", ""share"": 0.2669, ""mat_cr"": 1.388369071}, {""brand"": ""Gamma"", ""share"": 0.2364, ""mat_cr"": 1.229481785}, {""brand"": ""Delta"", ""share"": 0.1844, ""mat_cr"": 0.9593902390000001}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0775}, {""brand"": ""Alpha"", ""yoy"": 0.0375}, {""brand"": ""Delta"", ""yoy"": 0.0256}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0189}, {""brand"": ""Delta"", ""yoy"": 0.0256}, {""brand"": ""Alpha"", ""yoy"": 0.0375}], ""lead_share_pp_delta"": -0.0011}",,"• In India biscuits up 4.1% YoY Jun 2021–May 2022.
• Alpha maintains 31.2% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-06..2022-05"", ""mat_sales_cr"": 5.201, ""yoy"": 0.0411, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3123, ""mat_cr"": 1.624162536}, {""brand"": ""Beta"", ""share"": 0.2669, ""mat_cr"": 1.388369071}, {""brand"": ""Gamma"", ""share"": 0.2364, ""mat_cr"": 1.229481785}, {""brand"": ""Delta"", ""share"": 0.1844, ""mat_cr"": 0.9593902390000001}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0775}, {""brand"": ""Alpha"", ""yoy"": 0.0375}, {""brand"": ""Delta"", ""yoy"": 0.0256}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0189}, {""brand"": ""Delta"", ""yoy"": 0.0256}, {""brand"": ""Alpha"", ""yoy"": 0.0375}], ""lead_share_pp_delta"": -0.0011}",,"• Across India, biscuits inched up 4.1% Jun 2021–May 2022.
• Alpha holds 31.2% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 3.519, ""mat_cr_b"": 4.323, ""share_a"": 0.2686, ""share_b"": 0.3299, ""yoy_a"": 0.0217, ""yoy_b"": 0.049}",,"• The beverages market in India, Splash leads over Fizz: share 26.9% vs 33.0%; YoY 2.2% vs 4.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 3.519, ""mat_cr_b"": 4.323, ""share_a"": 0.2686, ""share_b"": 0.3299, ""yoy_a"": 0.0217, ""yoy_b"": 0.049}",,"• In India beverages, Splash leads over Fizz: share 26.9% vs 33.0%; YoY 2.2% vs 4.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Splash"", ""brand_b"": ""Fizz"", ""mat_cr_a"": 3.519, ""mat_cr_b"": 4.323, ""share_a"": 0.2686, ""share_b"": 0.3299, ""yoy_a"": 0.0217, ""yoy_b"": 0.049}",,"• Across India, beverages, Splash leads over Fizz: share 26.9% vs 33.0%; YoY 2.2% vs 4.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Gamma"", ""mat_cr_a"": 1.057, ""mat_cr_b"": 1.33, ""share_a"": 0.1876, ""share_b"": 0.2362, ""yoy_a"": 0.022, ""yoy_b"": 0.0342}",,"• The biscuits market in India, Delta edges past Gamma: share 18.8% vs 23.6%; YoY 2.2% vs 3.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Gamma"", ""mat_cr_a"": 1.057, ""mat_cr_b"": 1.33, ""share_a"": 0.1876, ""share_b"": 0.2362, ""yoy_a"": 0.022, ""yoy_b"": 0.0342}",,"• In India biscuits, Delta has a narrow lead over Gamma: share 18.8% vs 23.6%; YoY 2.2% vs 3.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Gamma"", ""mat_cr_a"": 1.057, ""mat_cr_b"": 1.33, ""share_a"": 0.1876, ""share_b"": 0.2362, ""yoy_a"": 0.022, ""yoy_b"": 0.0342}",,"• Across India, biscuits, Delta edges past Gamma: share 18.8% vs 23.6%; YoY 2.2% vs 3.4%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 12.818, ""yoy"": 0.0239, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3307, ""mat_cr"": 4.239350274}, {""brand"": ""Splash"", ""share"": 0.271, ""mat_cr"": 3.4730526719999997}, {""brand"": ""Hydra"", ""share"": 0.2223, ""mat_cr"": 2.8490597539999998}, {""brand"": ""Quench"", ""share"": 0.176, ""mat_cr"": 2.256286222}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0435}, {""brand"": ""Hydra"", ""yoy"": 0.0232}, {""brand"": ""Quench"", ""yoy"": 0.0143}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0077}, {""brand"": ""Quench"", ""yoy"": 0.0143}, {""brand"": ""Hydra"", ""yoy"": 0.0232}], ""lead_share_pp_delta"": 0.0062}",,"• The beverages market in India was flat 2.4% May 2024–Apr 2025.
• Fizz maintains 33.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 12.818, ""yoy"": 0.0239, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3307, ""mat_cr"": 4.239350274}, {""brand"": ""Splash"", ""share"": 0.271, ""mat_cr"": 3.4730526719999997}, {""brand"": ""Hydra"", ""share"": 0.2223, ""mat_cr"": 2.8490597539999998}, {""brand"": ""Quench"", ""share"": 0.176, ""mat_cr"": 2.256286222}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0435}, {""brand"": ""Hydra"", ""yoy"": 0.0232}, {""brand"": ""Quench"", ""yoy"": 0.0143}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0077}, {""brand"": ""Quench"", ""yoy"": 0.0143}, {""brand"": ""Hydra"", ""yoy"": 0.0232}], ""lead_share_pp_delta"": 0.0062}",,"• In India beverages was unchanged 2.4% May 2024–Apr 2025.
• Fizz holds 33.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 12.818, ""yoy"": 0.0239, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3307, ""mat_cr"": 4.239350274}, {""brand"": ""Splash"", ""share"": 0.271, ""mat_cr"": 3.4730526719999997}, {""brand"": ""Hydra"", ""share"": 0.2223, ""mat_cr"": 2.8490597539999998}, {""brand"": ""Quench"", ""share"": 0.176, ""mat_cr"": 2.256286222}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0435}, {""brand"": ""Hydra"", ""yoy"": 0.0232}, {""brand"": ""Quench"", ""yoy"": 0.0143}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0077}, {""brand"": ""Quench"", ""yoy"": 0.0143}, {""brand"": ""Hydra"", ""yoy"": 0.0232}], ""lead_share_pp_delta"": 0.0062}",,"• Across India, beverages was flat 2.4% May 2024–Apr 2025.
• Fizz holds 33.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-12..2024-11"", ""mat_sales_cr"": 5.535, ""yoy"": 0.0182, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3113, ""mat_cr"": 1.7230529120000002}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.472625991}, {""brand"": ""Gamma"", ""share"": 0.2341, ""mat_cr"": 1.295711358}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.043875912}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0426}, {""brand"": ""Alpha"", ""yoy"": 0.0242}, {""brand"": ""Delta"", ""yoy"": 0.0219}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0182}, {""brand"": ""Delta"", ""yoy"": 0.0219}, {""brand"": ""Alpha"", ""yoy"": 0.0242}], ""lead_share_pp_delta"": 0.0018}",,"• The biscuits market in India was unchanged 1.8% Dec 2023–Nov 2024.
• Alpha maintains 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-12..2024-11"", ""mat_sales_cr"": 5.535, ""yoy"": 0.0182, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3113, ""mat_cr"": 1.7230529120000002}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.472625991}, {""brand"": ""Gamma"", ""share"": 0.2341, ""mat_cr"": 1.295711358}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.043875912}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0426}, {""brand"": ""Alpha"", ""yoy"": 0.0242}, {""brand"": ""Delta"", ""yoy"": 0.0219}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0182}, {""brand"": ""Delta"", ""yoy"": 0.0219}, {""brand"": ""Alpha"", ""yoy"": 0.0242}], ""lead_share_pp_delta"": 0.0018}",,"• In India biscuits was flat 1.8% Dec 2023–Nov 2024.
• Alpha maintains 31.1% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-12..2024-11"", ""mat_sales_cr"": 5.535, ""yoy"": 0.0182, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3113, ""mat_cr"": 1.7230529120000002}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.472625991}, {""brand"": ""Gamma"", ""share"": 0.2341, ""mat_cr"": 1.295711358}, {""brand"": ""Delta"", ""share"": 0.1886, ""mat_cr"": 1.043875912}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0426}, {""brand"": ""Alpha"", ""yoy"": 0.0242}, {""brand"": ""Delta"", ""yoy"": 0.0219}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.0182}, {""brand"": ""Delta"", ""yoy"": 0.0219}, {""brand"": ""Alpha"", ""yoy"": 0.0242}], ""lead_share_pp_delta"": 0.0018}",,"• Across India, biscuits was unchanged 1.8% Dec 2023–Nov 2024.
• Alpha maintains 31.1% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.055, ""mat_cr_b"": 1.468, ""share_a"": 0.19, ""share_b"": 0.2645, ""yoy_a"": 0.0193, ""yoy_b"": 0.0098}",,"• The biscuits market in India, Delta leads over Beta: share 19.0% vs 26.5%; YoY 1.9% vs 1.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.055, ""mat_cr_b"": 1.468, ""share_a"": 0.19, ""share_b"": 0.2645, ""yoy_a"": 0.0193, ""yoy_b"": 0.0098}",,"• In India biscuits, Delta leads over Beta: share 19.0% vs 26.5%; YoY 1.9% vs 1.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 1.055, ""mat_cr_b"": 1.468, ""share_a"": 0.19, ""share_b"": 0.2645, ""yoy_a"": 0.0193, ""yoy_b"": 0.0098}",,"• Across India, biscuits, Delta leads over Beta: share 19.0% vs 26.5%; YoY 1.9% vs 1.0%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-09..2025-08"", ""mat_sales_cr"": 12.988, ""yoy"": 0.0336, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3304, ""mat_cr"": 4.290892924}, {""brand"": ""Splash"", ""share"": 0.2694, ""mat_cr"": 3.499257815}, {""brand"": ""Hydra"", ""share"": 0.2239, ""mat_cr"": 2.9080773}, {""brand"": ""Quench"", ""share"": 0.1763, ""mat_cr"": 2.289572947}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0455}, {""brand"": ""Hydra"", ""yoy"": 0.0406}, {""brand"": ""Quench"", ""yoy"": 0.0319}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0148}, {""brand"": ""Quench"", ""yoy"": 0.0319}, {""brand"": ""Hydra"", ""yoy"": 0.0406}], ""lead_share_pp_delta"": 0.0038}",,"• The beverages market in India up 3.4% YoY Sep 2024–Aug 2025.
• Fizz maintains 33.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""2024-09..2025-08"", ""mat_sales_cr"": 12.988, ""yoy"": 0.0336, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.3304, ""mat_cr"": 4.290892924}, {""brand"": ""Splash"", ""share"": 0.2694, ""mat_cr"": 3.499257815}, {""brand"": ""Hydra"", ""share"": 0.2239, ""mat_cr"": 2.9080773}, {""brand"": ""Quench"", ""share"": 0.1763, ""mat_cr"": 2.289572947}], ""top_movers"": [{""brand"": ""Fizz"", ""yoy"": 0.0455}, {""brand"": ""Hydra"", ""yoy"": 0.0406}, {""brand"": ""Quench"", ""yoy"": 0.0319}], ""bottom_movers"": [{""brand"": ""Splash"", ""yoy"": 0.0148}, {""brand"": ""Quench"", ""yoy"": 0.0319}, {""brand"": ""Hydra"", ""yoy"": 0.0406}], ""lead_share_pp_delta"": 0.0038}",,"• In India beverages inched up 3.4% Sep 2024–Aug 2025.
• Fizz maintains 33.0% share."
